start_code,income_0man,income_100man,income_200man,income_300man,income_500man
Y0,17.5,,,,
Y1,17.5,13.833333333333334,11.583333333333334,10.083333333333334,8.083333333333334
Y2,17.5,14.166666666666666,12.083333333333334,10.75,8.833333333333334
Y3,17.5,14.5,12.666666666666666,11.333333333333334,9.583333333333334
